Amplitude,Frequency
0.02197977777777778,0.0
3.342269480965686e-05,0.1111111111111111
3.062252514867467e-06,0.2222222222222222
1.3457563694248946e-05,0.3333333333333333
2.0110695235881827e-05,0.4444444444444444
9.726118092771567e-06,0.5555555555555556
3.0094598002569647e-05,0.6666666666666666
3.903424042486037e-06,0.7777777777777777
1.3575274439454514e-05,0.8888888888888888
1.835469609680927e-05,1.0
2.6762341270465584e-05,1.1111111111111112
2.184637784196137e-05,1.222222222222222
3.3373185857012312e-06,1.3333333333333333
5.92417750198368e-06,1.4444444444444444
1.650533852694795e-05,1.5555555555555554
1.2575562130452921e-05,1.6666666666666665
1.746625006542932e-05,1.7777777777777777
1.551703097428977e-05,1.8888888888888888
1.3695867002413366e-05,2.0
1.1576359848533384e-05,2.111111111111111
1.932346917688511e-06,2.2222222222222223
2.0227555855063033e-05,2.333333333333333
1.1598818418813832e-05,2.444444444444444
1.3550093250726735e-05,2.5555555555555554
2.6280944293932035e-05,2.6666666666666665
1.3826513637400083e-05,2.7777777777777777
1.733043948729184e-05,2.888888888888889
3.32508072472875e-05,3.0
1.6656753932688362e-05,3.1111111111111107
4.461804646991939e-06,3.222222222222222
3.474776089310784e-05,3.333333333333333
1.650572972211623e-05,3.444444444444444
2.962575366319844e-05,3.5555555555555554
1.61151725635497e-05,3.6666666666666665
2.950398353383366e-05,3.7777777777777777
1.8701080209274016e-05,3.888888888888889
2.1068695890009115e-05,4.0
2.5021210626830996e-05,4.111111111111111
1.3215551155664126e-05,4.222222222222222
4.471420607575802e-06,4.333333333333333
2.5507280876487926e-05,4.444444444444445
2.6824797600701207e-05,4.555555555555555
3.4588977845869426e-06,4.666666666666666
3.7010535948097644e-06,4.777777777777778
2.6090150945219034e-05,4.888888888888888
1.0587641499431648e-05,5.0
2.3328325490961177e-05,5.111111111111111
3.104425818517518e-05,5.222222222222222
2.803604661767741e-05,5.333333333333333
8.573636778018533e-06,5.444444444444444
8.189207579960002e-06,5.555555555555555
1.9882856497910424e-05,5.666666666666666
2.2056036576208384e-05,5.777777777777778
1.1938333264958998e-05,5.888888888888888
1.0011797109821625e-05,6.0
2.4397325687001944e-06,6.111111111111111
1.8132791731985794e-05,6.222222222222221
6.973539576813805e-06,6.333333333333333
1.6034844733085167e-05,6.444444444444444
1.3085249825961653e-05,6.555555555555555
2.436424446671053e-05,6.666666666666666
3.2722223352939137e-06,6.777777777777778
3.5402901012825545e-05,6.888888888888888
1.0222045247100466e-05,7.0
3.365092860513301e-05,7.111111111111111
2.6906551578439037e-05,7.222222222222221
7.6891281764953e-06,7.333333333333333
2.7626046504546236e-05,7.444444444444444
7.547298143496563e-06,7.555555555555555
6.788036208388549e-06,7.666666666666666
1.9238944438304642e-05,7.777777777777778
1.5321863692327897e-05,7.888888888888888
1.87071243919042e-05,8.0
1.0432177604625452e-05,8.11111111111111
4.769359348978896e-06,8.222222222222221
2.206137169712688e-05,8.333333333333332
1.20915362186378e-05,8.444444444444445
8.754942896990191e-06,8.555555555555555
2.2647614149179566e-05,8.666666666666666
2.2314844248853617e-05,8.777777777777777
1.2289137265959963e-05,8.88888888888889
1.8961196662804863e-05,9.0
1.1950347958846877e-05,9.11111111111111
2.890948233628027e-05,9.222222222222221
4.543718566458681e-06,9.333333333333332
9.717095446019195e-06,9.444444444444445
9.544360958982248e-06,9.555555555555555
2.0932146256058753e-05,9.666666666666666
1.1317903984665268e-05,9.777777777777777
1.8994840317110547e-05,9.888888888888888
2.6350656225121867e-05,10.0
1.3949761621296712e-05,10.11111111111111
2.7027005575778616e-05,10.222222222222221
1.574409079233896e-05,10.333333333333332
5.3167522851617216e-06,10.444444444444445
4.097484785498794e-06,10.555555555555555
8.898051621918552e-06,10.666666666666666
1.851413784904574e-05,10.777777777777777
4.274424450113563e-06,10.888888888888888
1.3182297236452277e-05,11.0
2.3536570325745126e-05,11.11111111111111
1.9338432645642487e-05,11.222222222222221
1.563240036272503e-05,11.333333333333332
1.6094564310385457e-05,11.444444444444445
1.2026588136933511e-05,11.555555555555555
3.908404838800389e-06,11.666666666666666
8.925362415087066e-06,11.777777777777777
1.2240795445226129e-05,11.888888888888888
1.282938161630579e-05,12.0
1.9513920140047233e-05,12.11111111111111
9.15514415500131e-06,12.222222222222221
8.0310761097046e-06,12.333333333333332
2.1634909879932655e-05,12.444444444444443
1.1400344494107287e-05,12.555555555555555
4.8679466020139674e-06,12.666666666666666
6.200282638253585e-06,12.777777777777777
7.180762602289266e-06,12.888888888888888
1.396628793373984e-05,13.0
2.5606139411243734e-05,13.11111111111111
2.5498368616218213e-05,13.222222222222221
2.835669765504044e-05,13.333333333333332
1.9859019845503168e-05,13.444444444444443
1.9622865046703383e-05,13.555555555555555
2.9198066676761698e-05,13.666666666666666
1.677032010873253e-05,13.777777777777777
1.874803442429722e-05,13.888888888888888
9.270488019766623e-06,14.0
1.2414450324734788e-05,14.11111111111111
1.759899775098447e-05,14.222222222222221
1.898155293444899e-05,14.333333333333332
1.4656920137955794e-05,14.444444444444443
1.0466547146781835e-05,14.555555555555555
2.1328291681025148e-05,14.666666666666666
2.00266701173216e-05,14.777777777777777
1.6653912515138343e-05,14.888888888888888
2.6376760870293924e-05,15.0
1.1908417325083748e-05,15.11111111111111
1.7164443782773506e-05,15.222222222222221
2.0600746948063114e-05,15.333333333333332
2.1192757682038184e-05,15.444444444444443
1.936004225013559e-05,15.555555555555555
2.1097285931164e-05,15.666666666666666
3.689881087296428e-05,15.777777777777777
3.5564372401095005e-06,15.888888888888888
1.5211296363414535e-05,16.0
6.240117341660583e-06,16.11111111111111
2.311966077093791e-05,16.22222222222222
2.8641865053504203e-05,16.333333333333332
2.8052968067302646e-05,16.444444444444443
6.858861180296382e-06,16.555555555555554
2.7560460183290922e-05,16.666666666666664
1.8575785024938224e-05,16.77777777777778
7.614829621643165e-06,16.88888888888889
9.307380982831304e-06,17.0
2.2712101709606346e-05,17.11111111111111
1.8615578223706648e-05,17.22222222222222
1.4558291564609567e-05,17.333333333333332
2.4458534580428053e-05,17.444444444444443
6.417426259373751e-06,17.555555555555554
1.4147587912426606e-05,17.666666666666664
3.573674561095008e-05,17.77777777777778
1.583649815185347e-05,17.88888888888889
3.030915221704038e-05,18.0
1.1439573801753826e-05,18.11111111111111
8.545605070698628e-06,18.22222222222222
1.5527344956514463e-05,18.333333333333332
1.4206513483025121e-05,18.444444444444443
1.3034455904937159e-05,18.555555555555554
2.4113701464307306e-05,18.666666666666664
5.114701281974804e-06,18.777777777777775
4.989236721801566e-06,18.88888888888889
1.877131064536546e-05,19.0
1.6576747425847246e-05,19.11111111111111
4.1526962893278656e-05,19.22222222222222
1.1877373817067912e-05,19.333333333333332
1.0708254356856271e-05,19.444444444444443
1.6541396074435747e-05,19.555555555555554
3.2386314034749516e-06,19.666666666666664
1.3112918942749085e-05,19.777777777777775
1.2629462195204129e-05,19.88888888888889
1.5767161731230337e-05,20.0
1.166190657972283e-05,20.11111111111111
2.3604187264927065e-05,20.22222222222222
1.0838060677529331e-05,20.333333333333332
1.7769949753973725e-05,20.444444444444443
5.512210287982885e-06,20.555555555555554
2.623349001042847e-05,20.666666666666664
1.7596408287003511e-06,20.777777777777775
1.5111207983288129e-05,20.88888888888889
1.0033361102175927e-05,21.0
3.7176930467188735e-05,21.11111111111111
1.1710903564481423e-05,21.22222222222222
