Amplitude,Frequency
0.05027911111111113,0.0
4.303961863530477e-06,0.1111111111111111
1.1803763423901222e-05,0.2222222222222222
3.0458836698744487e-06,0.3333333333333333
4.4782029507743165e-06,0.4444444444444444
2.5128647061326223e-06,0.5555555555555556
2.655653594517791e-06,0.6666666666666666
1.0139830867707498e-06,0.7777777777777777
2.988355175769748e-06,0.8888888888888888
3.107428167803922e-06,1.0
9.766171200673913e-06,1.1111111111111112
5.620231126685661e-06,1.222222222222222
4.761322008161781e-06,1.3333333333333333
6.028097306681259e-06,1.4444444444444444
5.9181872401640404e-06,1.5555555555555554
4.639595466069332e-06,1.6666666666666665
1.3427066516878502e-06,1.7777777777777777
8.55254851421845e-06,1.8888888888888888
9.889364458626672e-06,2.0
1.6374361290376966e-06,2.111111111111111
4.872764338999062e-06,2.2222222222222223
9.970085241981748e-06,2.333333333333333
8.803055935064074e-06,2.444444444444444
5.118711412706115e-06,2.5555555555555554
1.254236474642221e-06,2.6666666666666665
3.926778283214568e-06,2.7777777777777777
3.144553796820487e-06,2.888888888888889
1.891882211297091e-06,3.0
1.8731012821793013e-06,3.1111111111111107
1.207289747220013e-05,3.222222222222222
5.918339058722026e-06,3.333333333333333
7.2368399475495415e-06,3.444444444444444
6.438000823722052e-06,3.5555555555555554
1.0211693797937278e-05,3.6666666666666665
1.905836275444892e-06,3.7777777777777777
7.676427123728351e-06,3.888888888888889
4.799544366022784e-06,4.0
9.000231586055156e-06,4.111111111111111
3.7704117012617653e-06,4.222222222222222
7.684936295007545e-06,4.333333333333333
6.13780928287639e-06,4.444444444444445
5.953011017119214e-06,4.555555555555555
1.749531160764095e-06,4.666666666666666
6.261926036750722e-06,4.777777777777778
5.598882592171905e-06,4.888888888888888
1.8493994252236959e-06,5.0
2.8266792859463168e-06,5.111111111111111
9.502831118259243e-06,5.222222222222222
2.569239819050198e-06,5.333333333333333
2.153028487573751e-06,5.444444444444444
3.597282865378411e-06,5.555555555555555
5.335671550899966e-06,5.666666666666666
4.504676115490985e-06,5.777777777777778
6.443886082063132e-06,5.888888888888888
1.1789748937181711e-05,6.0
2.2352083216632393e-06,6.111111111111111
7.195836620007984e-06,6.222222222222221
1.0317806682061545e-05,6.333333333333333
8.770877000414062e-06,6.444444444444444
1.2097077180733254e-06,6.555555555555555
6.812743525982033e-07,6.666666666666666
1.0154663798655072e-05,6.777777777777778
1.0645443937793016e-05,6.888888888888888
6.087245722198924e-06,7.0
2.0192912401671334e-06,7.111111111111111
9.675051281777703e-06,7.222222222222221
1.3799263683069528e-05,7.333333333333333
5.0085511605441234e-06,7.444444444444444
7.346325811217297e-06,7.555555555555555
7.680358904031697e-06,7.666666666666666
8.689613214628175e-06,7.777777777777778
8.95994955914418e-06,7.888888888888888
8.642699891720098e-06,8.0
6.589341745470183e-06,8.11111111111111
9.568040536160773e-06,8.222222222222221
7.395781138535566e-06,8.333333333333332
9.201755547506648e-06,8.444444444444445
1.7065759433868655e-06,8.555555555555555
1.1581215674018829e-05,8.666666666666666
6.648792635807966e-06,8.777777777777777
1.2212690177186638e-05,8.88888888888889
6.809158104395993e-06,9.0
4.761207388421652e-06,9.11111111111111
1.2226078869870492e-05,9.222222222222221
1.1672927128068995e-05,9.333333333333332
9.815850735491158e-06,9.444444444444445
3.0090395364721545e-06,9.555555555555555
6.386509421988821e-06,9.666666666666666
1.1192624385162745e-05,9.777777777777777
5.4989025119495005e-06,9.888888888888888
3.4339783349648447e-06,10.0
3.819969103383239e-06,10.11111111111111
6.146183315455783e-06,10.222222222222221
6.294664360845682e-06,10.333333333333332
1.1257598857574955e-05,10.444444444444445
4.177087131572739e-06,10.555555555555555
8.324303635475046e-06,10.666666666666666
6.663485560628275e-06,10.777777777777777
7.807608939222248e-06,10.888888888888888
5.706444686511602e-06,11.0
4.0835096261467586e-06,11.11111111111111
5.054730789866968e-06,11.222222222222221
1.355455961434411e-06,11.333333333333332
7.007225696404923e-06,11.444444444444445
8.691209755789939e-06,11.555555555555555
9.948269322427714e-06,11.666666666666666
3.0700910271843404e-06,11.777777777777777
4.36611891703425e-06,11.888888888888888
5.416704837487018e-06,12.0
6.044341682132418e-06,12.11111111111111
5.832013318042332e-06,12.222222222222221
8.653520276908961e-07,12.333333333333332
7.148805219004616e-06,12.444444444444443
5.581896926703976e-06,12.555555555555555
4.601715153609504e-06,12.666666666666666
3.0020032877368555e-06,12.777777777777777
1.3205038901434227e-05,12.888888888888888
4.8366105434611e-06,13.0
5.968116820941042e-06,13.11111111111111
4.226465827683147e-06,13.222222222222221
1.3007180053585088e-05,13.333333333333332
2.2202972479911548e-06,13.444444444444443
4.923258752835674e-06,13.555555555555555
8.855922963504949e-06,13.666666666666666
6.036002809038568e-06,13.777777777777777
4.468087444001862e-06,13.888888888888888
8.84703557389475e-06,14.0
1.4166269090610376e-05,14.11111111111111
3.4384502373694135e-06,14.222222222222221
8.706982829194234e-06,14.333333333333332
3.892280908135974e-06,14.444444444444443
5.577708675691914e-06,14.555555555555555
2.7528283210745964e-06,14.666666666666666
2.4154594659989083e-06,14.777777777777777
3.67432699445264e-06,14.888888888888888
6.902850822386578e-06,15.0
1.3382579572390007e-06,15.11111111111111
6.926527475618209e-06,15.222222222222221
3.813953751695637e-07,15.333333333333332
3.238124065423724e-06,15.444444444444443
6.979147660013142e-06,15.555555555555555
5.372957381018474e-06,15.666666666666666
6.134848245490538e-06,15.777777777777777
1.2323580668289328e-05,15.888888888888888
3.875596646456551e-06,16.0
8.652740848109454e-06,16.11111111111111
8.52302168317973e-06,16.22222222222222
5.525239382854933e-06,16.333333333333332
8.849886548278982e-06,16.444444444444443
9.479793590469803e-06,16.555555555555554
7.728513391413398e-06,16.666666666666664
1.0021493309797953e-05,16.77777777777778
5.422447367354933e-06,16.88888888888889
3.2075651763465486e-06,17.0
3.1709640737335757e-06,17.11111111111111
3.057178545532056e-06,17.22222222222222
2.935373135898867e-06,17.333333333333332
5.320269527020669e-06,17.444444444444443
7.328071864966308e-06,17.555555555555554
7.940542049632208e-06,17.666666666666664
2.8784655075609865e-06,17.77777777777778
4.481862257485166e-06,17.88888888888889
7.805174486868455e-06,18.0
5.04771098650663e-06,18.11111111111111
8.222500008572727e-06,18.22222222222222
4.537053723947623e-06,18.333333333333332
5.469344571327439e-06,18.444444444444443
1.8112946549818018e-06,18.555555555555554
6.707814285869981e-06,18.666666666666664
2.4567178653205364e-06,18.777777777777775
8.17375888940107e-06,18.88888888888889
9.652287217147347e-06,19.0
4.245994527756926e-06,19.11111111111111
4.964913522586486e-06,19.22222222222222
6.286027475728879e-06,19.333333333333332
3.315720021199883e-06,19.444444444444443
1.5347774844355392e-06,19.555555555555554
7.545714842253129e-06,19.666666666666664
9.801668892239027e-06,19.777777777777775
9.873899978092947e-06,19.88888888888889
5.708115541047723e-06,20.0
2.366101022414471e-06,20.11111111111111
1.0374835342873913e-05,20.22222222222222
5.064587058578313e-06,20.333333333333332
4.877423687874786e-06,20.444444444444443
8.932958721680701e-06,20.555555555555554
3.6418137468060595e-06,20.666666666666664
3.1710831111496566e-06,20.777777777777775
1.3148227162048366e-05,20.88888888888889
9.090945958787618e-06,21.0
1.6566835188629359e-06,21.11111111111111
7.441283905933594e-06,21.22222222222222
5.787361030109011e-06,21.333333333333332
1.2208749482463835e-05,21.444444444444443
3.027580703593223e-06,21.555555555555554
5.5552916323446155e-06,21.666666666666664
3.7957053977046445e-06,21.777777777777775
7.0591499248584655e-06,21.88888888888889
3.3847699511941723e-06,22.0
